,review_id,title,user_review,Happy,Angry,Surprise,Sad,Fear
584,585,WARMODE,early access reviewbefore anyone says anything csgo cods say think bit opinion extra rating freereasons whyprosthey quite lot guns inside gamethe gameplay decent fps stay stablea good game youre looking chill play games night somethinggraphics quite good free gamebest freeconsfps isnt stable lot timeall guns hardly recoil dont even recoil allyou could full health enemy could still able kill youanimations modelling could slightly bettermight get repetitive timetakes quite long unlock awp game snipersyou shoot someone anywhere sniper kill even kill shot footwhen run team mates enemies end walking,0.17,0.06,0.39,0.22,0.17
585,586,WARMODE,early access review title warmode developer warteam publisher warteam release august graphics genre fps price freetoplay rating gamewarmode fps confrontation two sides represented government military armed hirelingsgameplayan interesting game still earlyalpha stagnant personally dont believe aspects make game banal like weapon balance maybe majority weapons dont recoil damage taken induced weird btw played map much imitated dust counterstrike dont know name map similar details dont like imitationsone thing firstpersonshooter game experience youll literally best player great possibility called hacker one ranked gold cs go global minutes lol got feeling warmode low skill playersthe game isnt bad really betters steam aspects like lag need fixed servers unstable please dont compare cs go warmode reveals ignorance counterstrike many years already suffered many changes sure better incomparable warmode earlyalpha game game free soft simple interface need consider aspects give negative review yes ill give chance ill come back laterpositive points freetoplaysimple fun interfacethe devs read reviewsnegative points majority weapons dont recoilthe damage taken induced weirdcould mods mapsneed fix servers lag,0.12,0.06,0.32,0.26,0.24
586,587,WARMODE,early access reviewi dont play anymore still good game people got steam one first games loved good ppl love fps,0.57,0.14,0.14,0.0,0.14
587,588,WARMODE,early access reviewthis game hoooorrrible guns bad wasting minutes life downloading playing game infact looking title wast time,0.0,0.0,0.0,0.25,0.75
588,589,WARMODE,early access reviewi like old style simple graphics run machinei like simple gameplay common game mechanicsi like fact free game alpha actually quite playablei wish future gets commonclassic objective gametypesmaps currently small least times largerdefinitely following development game hopefully bring us something cool play daily base,0.2,0.0,0.1,0.2,0.5
589,590,WARMODE,early access reviewits okay game like played gets fairly boring sometimes like maps good effort free game thumbs,0.5,0.0,0.0,0.25,0.25
590,591,WARMODE,early access reviewthe hitboxes bad crosshair doesnt move fire gunthe accruracy horrible full try hards people cant efford csgoi highly reccomend buying csgo much better,0.0,0.0,0.33,0.33,0.33
591,592,WARMODE,early access reviewthis game basically mixture cod csgo ironicly like games whats word oh yeah trash screwed physics dying running teammatewhy team collison enemy collison worst thing ing hitbox good thing game less raging russians pw,0.11,0.33,0.22,0.11,0.22
592,593,WARMODE,early access reviewthe servers full hackers gameplay horrible experiencethe weapons feel awful sounds badjust bad game please dont download isnt worth mb,0.0,0.0,0.0,0.5,0.5
593,594,WARMODE,early access reviewive tried game actually great good things similar csgo keybinding stuff ranking system good aim yea probably loads good stuffbad things buy armor gives u defense buy defense one get defense one loses fixed imo u either get windows appearing saying already etc also die weapon drop rebuy shop makes game challening fun dalthough know early access still thanks great game still,0.27,0.05,0.18,0.14,0.36
594,595,WARMODE,early access reviewworst game centurywhere start graphics game disgusting gameplay self bad considered whether developers making game make cheap buck given making games halfway making worst game century dont download orizzonte reviews,0.0,0.0,0.0,0.73,0.27
595,596,WARMODE,early access reviewits really hard get mad free play game sure far best worst even bad functional pretty well done online shooter looking action something like cs tf wont find find pretty good free play game also game gets two plus points purchases dont unbalance game dont need purchase anything actually updated rather cast sidelike said best game ive ever played certainly good time waster well worth since freei say give shot,0.2,0.07,0.27,0.1,0.37
596,597,WARMODE,early access reviewthis game toxic laggy weapons unbalanced guns powerful ones shouldnt dont waste time get csgo,0.0,0.0,0.0,0.5,0.5
597,598,WARMODE,early access reviewthis would fun game exceptthere even hackers game csgo reaction someone headshots everybody team sniper time,0.5,0.0,0.0,0.0,0.5
598,599,WARMODE,early access reviewthis game horrible played minutes already dissapointed first game already getting killed multiple hackers tried play theyre zombiematch mode soon spawned froze couldnt move knew wasnt game freeze people still moving around awful game hackers bugs glitches one worst experiences life,0.0,0.0,0.22,0.11,0.67
599,600,WARMODE,early access reviewi downloaded game whim free playing bit found game amazing easy play honestly really fun really good time killer enjoyable releases lot stress great game know beta game awesome,0.38,0.0,0.31,0.08,0.23
600,601,WARMODE,early access reviewthis game lot potential granted ripped games like counter strike call duty people fail understand free play cant expect original games like tf every single free play free play game far decent pay win aspects like literally every free play fps game easy run easy learn broke peasants cant afford buy good fps games game alright though far absolutely ping filtering servers doesnt even show ping game early access understandable,0.27,0.0,0.14,0.18,0.41
601,602,WARMODE,early access reviewpretty fun game love mixed buying system cs call duty feel together game breaking issues need fixed though hackers latency dev team fix two things gladly come back play free time overrall fun casual game play friends,0.38,0.0,0.23,0.08,0.31
602,603,WARMODE,early access reviewi like dont cool poor call duty get banned csgo like h wanna waste time running sistem sux first game sux well get use whit pretty cool,0.38,0.0,0.12,0.25,0.25
603,604,WARMODE,early access reviewi like game lot similar mechanics counter strike easy game run theres good player base problem maps like maps fact enemy teams camp base kill person spawns think way counter adding feature spawn invincible certain amount time enemy would waste bullets instead gaing many kills,0.06,0.0,0.25,0.38,0.31
604,605,WARMODE,early access reviewladys gentsyou store page warmode said capsthis game pinnacle gaming game lets get spawn killed sniper better thanwarmode said screamingno game makes fun camp behind crate wait enemy sniper return shove filthy nood knife poop hole wait isnt call duty normal melee system iswarmode said screaming top lungs thinking cutting myselfno theres chance score critical damage killing enemie one fell swoop attack like hitting nerf sword lightly making cry inside realised ed america trump clinton wins election waitthis warmodesaid really unenthusiastic relised ive wasting less hour life playing game go talk doctor might aids,0.03,0.13,0.4,0.2,0.23
605,606,WARMODE,early access reviewok game ok im hating game snipers love ok amzing shot someone foot armour die little weird still like snipers hit detection best ok game price guns really high also get get normal kill headshot game yes right plus free get rid game like ye long make pay im happy,0.23,0.08,0.23,0.23,0.23
606,607,WARMODE,product received freeearly access reviewwell ok gameplay wise idea old feels like playing doom worse versionit tried copy rainbow sixcs failedoverall opinionits ok casual game play wouldnt keep account long also opnion might change since early access,0.0,0.12,0.12,0.25,0.5
607,608,WARMODE,early access reviewthis game best hardcore fps shooter game free play steam would reccomend make sure deal hackers give stars,0.12,0.12,0.12,0.12,0.5
608,609,WARMODE,early access reviewfor fp amazing combat system amazing experience ingame concern maps game enough themoverall though great game,0.17,0.0,0.33,0.33,0.17
609,610,WARMODE,early access reviewdownloaded iti saw warmode wants copy counterstrike call dutyplayed minthe exit button verry welluninstalled itconclusion exit button best button game,0.0,0.0,1.0,0.0,0.0
610,611,WARMODE,early access reviewalot fun game things counter strike go played minutes fun playing game counter strike h,0.22,0.0,0.33,0.22,0.22
611,612,WARMODE,early access reviewthis game amazing loads fast mechanics amazing would add skins weapons add characters addons would even amazing,0.0,0.0,0.33,0.22,0.44
612,613,WARMODE,early access reviewthis game filled nothing lobbies cheaters people game complain put loby cheater rather vote kick vote started everyone votes kick cheater even though theyre single handedly making game worse everyone even worse perspective looks like devs dont even bother bar playing give sub name cheater favor stay far game prosevery map seems retexture old counterstrike maps pretty cool even badlarge easily accesible gun library mess withsimple easy controlsconscheaters every lobbyyou get shot head lot mapangles control muchoverprices crap weaponsunderpriced overpowered weaponsno one votes kick cheateryour team never winshader bugs everymap make fight onesidedlike con map sided towards warriors win high ground right turns long tunnels put gunner downas tell spend much time game due downsides provided,0.09,0.06,0.15,0.36,0.33
613,614,WARMODE,early access reviewinstalls gamegets matchbuys umpgets shot op svdrealizes graphics extremely horriblerealizes options extremely limitedrealizes sounds extremely terriblequitscriesgoes steam libraryuninstalls wasting timebuys lolipop chills like baws,0.0,0.5,0.0,0.5,0.0
614,615,WARMODE,early access reviewthe game original fun exciting game seems like obvious csgo ripoff doesnt seem stop copying csgos motive much loading times terrible graphics many hackers recommend people answer yes let explain low youre steam account cant afford csgo would great alternative already csgo really recommend play since already motives traits csgo anyways final review score game hopefully developers improve problems add something different game take said mature polite way remember constructive criticism dont mean upset put anyone review,0.12,0.08,0.08,0.33,0.38
615,616,WARMODE,early access reviewthis game worstbest game ever playedpro free play cs cod featuresnot pay win items cosmeticalgood way grind time friendsconsawful hit regrisation weird bugs ex getting close player launch air die mysteriouslyunbalanced gameplaydead multiplayer conclusion mixture cod cs awful gameplay bugs deformed baby parents,0.25,0.12,0.12,0.0,0.5
616,617,WARMODE,early access reviewwhere start well game seem knock verison csgo doesnt run smooth little laggy part plan dumbest game ever played best thing game uninstall feature dont get game,0.0,0.0,0.6,0.2,0.2
617,618,WARMODE,early access reviewa good game say least aldoe graphicly improved gameplay greati would reccomend game anyone looking free play fps game fast pased well tactical,0.4,0.0,0.2,0.0,0.4
618,619,WARMODE,early access reviewthis game amazing one best soon game starts pull knife sprint enemy spawn dont forget hold left click screw actually losing skill game messy actually try way lose see hacker maybe someone else knife,0.0,0.14,0.57,0.29,0.0
619,620,WARMODE,early access reviewthis great game early access would recommend game anyone fan fps games fun fastpaced entertaining downsides game lack european andor british servers lack controller support really like concept match need purchase weapons currency gain killing enemies downside fact everyone starts match defeats point enough purchase weapon also needs party aspec game join party friends start match enjoy game excited changes added developement early access stages,0.33,0.0,0.25,0.17,0.25
620,621,WARMODE,early access reviewspawn camping simulatorthis gave derpy broken many ways game fun nice mess around overall crap game even early acess feels like trying csgo near graphics really low poly run computer,0.22,0.11,0.33,0.11,0.22
621,622,WARMODE,early access reviewthe gameplay fast much fun connecion badrussian people every server time meet hacker kind cheaterplease fix game,1.0,0.0,0.0,0.0,0.0
622,623,WARMODE,early access reviewgood gameplay polished warface low hardware requirements graphics somehow old fluent controls good free play try fun short match httpyoutubeeywwoko,0.5,0.17,0.0,0.17,0.17
623,624,WARMODE,early access reviewepic noscoping recoil skins spend dollar get well get level get skins unlock beautifulwould wrek,0.0,0.0,0.0,0.0,0.0
624,625,WARMODE,early access reviewwas actually fun die like hits though pretty fun thenand theni got shot wall twice row level glockdeleted nowfix might come back,0.38,0.38,0.12,0.12,0.0
625,626,WARMODE,early access reviewif better pc probably run better meexcept better pc youre probably better playing gamesdoesnt look like pw tell playing less hourunlike rcf,0.0,0.0,0.44,0.11,0.44
626,627,WARMODE,early access reviewi recomend game almost every computer run computer slow game works perfectly fine also really fun addictive dont enough money buy counter strike global offensive best game go play game,0.22,0.0,0.33,0.22,0.22
627,628,WARMODE,early access reviewmy main rant game servers awfully desynced lag servers give painful make time playing game annoying however apart server issues game great farworth quickly patching gopros simple gui free play pay win features atm great gun collection simple fun like counter strike easy runcons poor server hosting get boring fairly quickly spawn killing kidz thing may cause bursts range due dsync,0.17,0.04,0.17,0.29,0.33
628,629,WARMODE,early access reviewhave ever gazed upon something perfect beautiful simply sit aura gave impossible strength love something hope feel near future warmode warmode sad depressed alone years laughed csgo uninstall steam left friends uninstall note recieved message light hope get warmode since become immersed amazing teamplay unique guns well polished maps economic system scales incredibly well skirmish matches guns well balanced appears years taken get go recommend game anyone everyone would pay dollars aaa release heart,0.14,0.05,0.23,0.27,0.32
629,630,WARMODE,early access reviewwarmode poor mans call duty elements counterstrike idea mightve cool paper wait wait endless headshots roll make money rate mcdonalds frycook,0.12,0.0,0.5,0.12,0.25
630,631,WARMODE,early access reviewthe game fun ironic way really poorly designed movement feels absolutely terrible still fun playing friend gunplay wasnt bad didnt enjoy movement also hated couldnt change crouch button shift ive always used best part pay win issue since buy guns points every match id recommend game someone wants ironic fun preferably friends people really bad game get riflesmg basically kill anyone,0.29,0.0,0.29,0.19,0.24
631,632,WARMODE,early access reviewgame slippery laggy mouse aiming usually vsync thing turning vsync ingame gpu control panel didnt fix issue hear coil whine im pretty sure vsyncdespite pretty minimalistic looking feeling like alpha game actually pretty nice feel brainless run gun shooter loose mouse aiming makes unplayable,0.36,0.0,0.27,0.18,0.18
632,633,WARMODE,early access reviewi want recommend game self fun game however many draw backspros runs automatically better free play games lot potential counter strike sort gameplay enjoy buy gear beginning credits get kills credits etc fast paced gameplay heavily relies reaction events opinion small maps work well game theyre larger counter strike call duty map cons unlocking loot system items game cosmetics bought real money nothing expensive items point still stands game disconnects matches time forcing user loose credit towards next rank gained match unbalanced certain guns rule game others useless spas shotgun one best gun buy credits get start match also many guns powered powered bad aim good aim etc shotguns hit yards point blank damage pistols recoil giving good hackers later easy chance assault rifles crap bad recoil large cone fire damage regarding range bad aks give damage yards carbine clipping errors models entities clipped eachother often headshots one sounds like pro head hitboxes player massive making nearly every shot take headshot instant kill lag know youd think game thaat doesnt require much computer mb download wouldnt lag much seems youre wrong certain guns fired cause small lags spikes audio animation effects never precached loaded shooting causes lag like loading brand new causing fast paced gameplay choppy ultimately make loose hackers good lord hackers mostly small children aimbotting starting pistol normally would fine considering cons mentioned pistol hit kill headshot even max armor upgrasde doubles health head hitboxes enormous said instantly kil game needs anticheat badlyall id probably say tons room improvement lot potentional devs fix cons bugs implement working anticheat sort none right see review changing positive time spent playing game going drastically maybe even buying items ingame store,0.11,0.05,0.22,0.21,0.41
633,634,WARMODE,early access reviewi source go still think game fun sure might knock sure fun play giggles mean guns stupid op movement pretty jank point games fun think people would fun playing glitchy game laughing random stuff happens rather less glitchy game better gameplay overall much fun run around knife people face awp unfair spots,0.3,0.1,0.2,0.05,0.35
634,635,WARMODE,early access reviewholy balls bear mind someone doesnt normally like fpss even though suck one fun games ive played ands sake free need,0.33,0.0,0.17,0.33,0.17
635,636,WARMODE,early access reviewenglishthis game actually pretty fun decent graphics weapon recoils pretty much nonexistence jumping game messing enemies bring lot joy fp game expect aaa titles quality ingame store pretty much useless since access weapons game need accumulate money killing enemies masks badges store wont affect statistics whatsoever check want kill time find free games dig,0.33,0.06,0.28,0.22,0.11
636,637,WARMODE,early access reviewalright another fp first person shooter hour playing say game pretty fun problems spawns certian maps sewers best spawns honestly guns varied literally best thing hope clear sight apreture paying part game masks either side thing requires real money servers could bit better part stable hope get maps think attachments extra weapons would nice touch solid free game doubt enjoyi recommend nice casual shooter friends dont worry servers theres like servers,0.26,0.0,0.3,0.22,0.22
637,638,WARMODE,early access reviewthis game csgo without fancy crapwell crap could play day good game gets underated gets hate becuase hackersif theres hackers ask anti cheat something post hate like good think better csgo,0.25,0.0,0.42,0.17,0.17
638,639,WARMODE,early access reviewstill early access dont expect muchpros free playnot paid wincons laggy servers expect hackers unbalanced knives hit kills,0.5,0.17,0.17,0.17,0.0
639,640,WARMODE,early access reviewaccording known lawsof aviationthere way beeshould able flyits wings small getits fat little body groundthe bee course flies anywaybecause bees dont carewhat humans think impossibleyellow black yellow blackyellow black yellow blackooh black yellowlets shake littlebarry breakfast readyoominghang secondhello barry adam oan believe happening cant ill pick uplooking sharpuse stairs fatherpaid good money thosesorry im excitedheres graduatewere proud sona perfect report card bsvery proudma got thing going got lint fuzz ow thats wave us well row byebarry told youstop flying house hey adam hey barry fuzz gel little special day graduationnever thought id make itthree days grade schoolthree days high schoolthose awkwardthree days college im glad tooka day hitchhiked around hiveyou come back different hi barry artie growing mustache looks good hear frankie yeah going funeral im goingeverybody knowssting someone diedont waste squirrelsuch hotheadi guess could havejust gotten wayi love incorporatingan amusement park daythats dont need vacationsboy quite bit pompunder circumstances well adam today men beemen amenhallelujahstudents faculty distinguished beesplease welcome dean buzzwellwelcome new hive oitygraduating class ofthat concludes ceremoniesand begins careerat honex industrieswill pick ourjob todayi heard orientationheads gokeep hands antennasinside tram times wonder itll like little scarywelcome honexa division honescoand part hexagon groupthis itwowwowwe know beehave worked whole lifeto get point youcan work whole lifehoney begins valiant pollenjocks bring nectar hiveour topsecret formulais automatically colorcorrectedscentadjusted bubblecontouredinto soothing sweet syrupwith distinctivegolden glow know ashoney girl hot shes cousin yes cousins right youre right honex constantly striveto improve every aspectof bee existencethese bees stresstestinga new helmet technology think makes enoughhere latest advancementthe krelman oatches little strand honeythat hangs pour itsaves us millionsoan anyone work krelmanof course bee jobs aresmall ones bees knowthat every small jobif done well means lotbut choose carefullybecause youll stay jobyou pick rest lifethe job rest lifei didnt know thatwhats differenceyoull happy know beesas species havent one day offin million yearsso youll work us deathwell sure trywow blew mindwhats differencehow say thatone job foreverthats insane choice makeim relieved haveto make one decision lifebut adam could theynever told us thatwhy would question anythingwere beeswere perfectlyfunctioning society earthyou ever think maybe thingswork little well herelike give one examplei dont know knowwhat im talking aboutplease clear gateroyal nectar force approachwait second oheck hey pollen jocks wowive never seen closethey know likeoutside hiveyeah dont come back hey jocks hi jocksyou guys greatyoure monstersyoure sky freaks love love wonder dont knowtheir days plannedoutside hive flying knowswhere knows whatyou cantjust decide pollenjock bred thatrightlook thats pollenthan see lifetimeits status symbolbees make much itperhaps unless youre wearing itand ladies see wearing itthose ladiesarent cousins toodistant distantlook two oouple hive harrys lets fun themit must dangerousbeing pollen jockyeah bear pinned meagainst mushroomhe paw throatand slapping oh never thought id knock outwhat thistrying alert authoritiesi autograph thata little gusty todaywasnt comradesyeah gustywere hitting sunflower patchsix miles tomorrow six miles huh barrya puddle jump usbut maybe youre maybe notwere going jgatewhat think buzzyboyare bee enoughi might dependson meanshey honexdad surprised meyou decide youre interested well theres lot choices get onedo ever get boreddoing job every dayson let tell stirringyou grab stick justmove around stir aroundyou get rhythmits beautiful thingyou know dadthe think itmaybe honey fieldjust isnt right meyou thinking whatmaking balloon animalsthats bad jobfor guy stingerjanet sons surehe wants go honey barry funny sometimes im trying funnyyoure funny youre goinginto honey son stirrer youre gonna stirrer ones listening mewait till see sticks havei could say anything right nowim gonna get ant tattoolets open honey celebratemaybe ill pierce thoraxshave antennaeshack grasshopper geta gold tooth call everybody dawgim proud starting work today todays dayoome good jobswill goneyeah rightpollen counting stunt bee pouringstirrer front desk hair removal still available hang two leftone thems oongratulationsstep side whatd get picking crud stellarwowoouple newbiesyes sir first day readymake choice want go first gooh whats availablerestroom attendants opennot reason think chance getting krelman sure youre onim sorry krelman closed outwax monkeys always openthe krelman opened againwhat happeneda bee died makes opening seehes dead another dead onedeady deadified two deaddead neck updead neck thats lifeoh hardheating cooling,0.17,0.06,0.25,0.16,0.37
640,641,WARMODE,early access reviewive tried game fun needs changes example bigger maps also diffrend game modes example capture flag infection think game could pertensial depending game get dated,0.5,0.0,0.25,0.0,0.25
641,642,WARMODE,early access reviewpozor tohle je rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina rakovina,0.0,0.0,0.0,0.0,0.0
642,643,WARMODE,early access reviewauthorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorization authorizationi think get point,0.0,0.0,1.0,0.0,0.0
643,644,WARMODE,early access reviewenglishthis game actually pretty fun decent graphics weapon recoils pretty much nonexistence jumping game messing enemies bring lot joy fp game expect aaa titles quality ingame store pretty much useless since access weapons game need accumulate money killing enemies masks badges store wont affect statistics whatsoever check want kill time find free games dig ina,0.33,0.06,0.28,0.22,0.11
644,645,WARMODE,early access reviewits shooting bit teamwork would good game hackers got banned something like thatbtw bad fps comodor free mb etc,0.4,0.0,0.0,0.4,0.2
645,646,WARMODE,early access reviewuntil implement something like vac dont even bother gameevery ing time go server theres least one cheater enemy team worst part cant even kick apperently theres flag system could vote srsly many hours days hacking flags acounted even thatwill get banned back seconds new steam account since free playdevs least add ing kick option must clearly autisticanother option make game non free play like least somethingother problem hackers game potential,0.21,0.07,0.14,0.29,0.29
646,647,WARMODE,early access reviewthis actually pretty good game although alot hackers make less fun recently ive noticed alot people turning hackers leaving empty lobbies fun pretty easy poor mans csgo would definitely recommend beware hackers,0.42,0.0,0.25,0.08,0.25
647,648,WARMODE,early access reviewwarmode hella dank fp shooter available market todaythe game includes awesome weaponrythe physics engine like nothing ever seencounter strike call duty battlefield forget nonsense get warmode join fun today,0.14,0.14,0.43,0.0,0.29
648,649,WARMODE,early access reviewits time pros cons prosmost people friendly hardly ever get kid rages getting killed muchits pay win like free gamesevery game starts fresh person played months doesnt get advantage startcontrol feels smoothconshackers hackers somewhat decent though atleast let get kills want rage finish usually seen hacker stayed minutes ignore leave fun listening rage best bet ignore usually go another server looking kid ragesno vote ban know people abuse vote ban good thing havecant host serveroverallif mature dont mind troll hacker every free big game try,0.3,0.11,0.3,0.15,0.15
649,650,WARMODE,early access reviewalright cant review mb gamei mean nothing maps guns guys killing like nothing else one game mode would put early access nothing reviewed dudesi still believe nice game sometime,0.2,0.0,0.2,0.2,0.4
650,651,WARMODE,early access reviewdownload free,1.0,0.0,0.0,0.0,0.0
651,652,WARMODE,early access reviewpretty good game play long download shooters go long way makes plain simplevery good game pass time like quick shooters,0.25,0.12,0.0,0.12,0.5
652,653,WARMODE,early access reviewi dont know game still like experience purely awful average fps nothing new tonew graphics hate game give,0.0,0.0,0.0,0.33,0.67
653,654,WARMODE,early access reviewthis one favorite fps steam one good grafics guns fine mapsthis game dont hackers well game hackers one realistic die headshotbut gamer ists good,0.8,0.2,0.0,0.0,0.0
654,655,WARMODE,early access reviewit honest bad buggy gameplay bad could run gam windowed mode would run solid fps dont terrible computer naw im joking thisdawg,0.17,0.0,0.0,0.33,0.5
655,656,WARMODE,early access reviewlike csgo free without nonsense recoil patterns surprisingly good graphics well could active especially outside deathmatch,1.0,0.0,0.0,0.0,0.0
